post_url,post_title,series_number,blog_date,blog_title,file_name,has_transcript
https://www.acquired.fm/episodes/episode-14-linkedin,LinkedIn,"Season 1, Episode 14","June 16, 2016",Related Episodes,linkedin,True
https://www.acquired.fm/episodes/acquired-episode-15-exacttarget-acquired-by-salesforce-with-scott-dorsey,ExactTarget (acquired by Salesforce) with Scott Dorsey,"Season 1, Episode 15","July 5, 2016",Related Episodes,exacttarget_acquired_by_salesforce_with_scott_dorsey,True
https://www.acquired.fm/episodes/acquired-episode-16-midroll-stitcher-acquired-by-scripps,Midroll + Stitcher (acquired by Scripps),"Season 1, Episode 16","July 12, 2016",Related Episodes,midroll_stitcher_acquired_by_scripps,True
https://www.acquired.fm/episodes/acquired-episode-17-waze,Waze,"Season 1, Episode 17","August 3, 2016",Related Episodes,waze,True
https://www.acquired.fm/episodes/episode-18-specialan-acquirers-view-into-ma-with-taylor-barada-head-of-corp-dev-at-adobe,"Special‚ An Acquirer's View into M&A with Taylor Barada, head of Corp Dev at Adobe","Season 1, Episode 18","August 22, 2016",Related Episodes,special_an_acquirers_view_into_ma_with_taylor_barada_head_of_corp_dev_at_adobe,True
https://www.acquired.fm/episodes/episode-19-jet,Jet,"Season 1, Episode 19","August 29, 2016",Related Episodes,jet,True
https://www.acquired.fm/episodes/episode-1-pixar,Pixar,"Season 1, Episode 1","October 15, 2015",Related Episodes,pixar,False
https://www.acquired.fm/episodes/episode-2-instagram,Instagram,"Season 1, Episode 2","October 31, 2015",Related Episodes,instagram,False
https://www.acquired.fm/episodes/episode-3-twitch,Twitch,"Season 1, Episode 3","November 15, 2015",Related Episodes,twitch,False
https://www.acquired.fm/episodes/episode-4-bungie,Bungie (with Xbox Co-Founder Ed Fries),"Season 1, Episode 4","November 29, 2015",Related Episodes,bungie_with_xbox_cofounder_ed_fries,False
https://www.acquired.fm/episodes/episode-5-siri,Siri,"Season 1, Episode 5","December 14, 2015",Related Episodes,siri,False
